3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97
14.50348,14.61139,14.71929,14.78967,14.86004,14.93042,15.00079,15.07117,15.11440,15.15763,15.20086,15.24409,15.28732,15.33055,15.37378,15.41702,15.46025,15.50348,15.54671,15.58994,15.63317,15.67640,15.71963,15.75276,15.78588,15.81901,15.85213,15.88526,15.91838,15.95151,15.98463,16.01776,16.05089,16.08401,16.11714,16.15026,16.18339,16.21651,16.24964,16.28277,16.31589,16.34902,16.38214,16.41527,16.44839,16.48152,16.51464,16.54777,16.58671,16.62565,16.66459,16.70353,16.74247,16.78141,16.82036,16.85930,16.89824,16.93718,16.97612,17.01506,17.05400,17.09294,17.13188,17.17082,17.20976,17.24870,17.28765,17.32659,17.36553,17.40447,17.44341,17.48235,17.52129,17.58112,17.64094,17.70077,17.76059,17.82042,17.88025,17.94007,17.99990,18.05972,18.11955,18.20786,18.29617,18.38449,18.47280,18.56111,18.70467,18.84823,18.99178,19.13534,19.27890,19.53542,19.79194
14.12223,14.22537,14.32851,14.39498,14.46145,14.52792,14.59439,14.66086,14.70081,14.74077,14.78072,14.82067,14.86063,14.90058,14.94053,14.98049,15.02044,15.06039,15.10035,15.14030,15.18025,15.22021,15.26016,15.28977,15.31937,15.34898,15.37858,15.40819,15.43779,15.46740,15.49700,15.52661,15.55622,15.58582,15.61543,15.64503,15.67464,15.70424,15.73385,15.76346,15.79306,15.82267,15.85227,15.88188,15.91148,15.94109,15.97069,16.00030,16.03364,16.06698,16.10032,16.13365,16.16699,16.20033,16.23367,16.26701,16.30035,16.33368,16.36702,16.40036,16.43370,16.46704,16.50038,16.53371,16.56705,16.60039,16.63373,16.66707,16.70041,16.73374,16.76708,16.80042,16.83376,16.88301,16.93226,16.98151,17.03076,17.08002,17.12927,17.17852,17.22777,17.27702,17.32627,17.39706,17.46785,17.53864,17.60943,17.68022,17.79186,17.90350,18.01514,18.12678,18.23842,18.43146,18.62449
13.83877,13.93587,14.03296,14.09576,14.15856,14.22135,14.28415,14.34695,14.38495,14.42295,14.46095,14.49895,14.53695,14.57495,14.61295,14.65094,14.68894,14.72694,14.76494,14.80294,14.84094,14.87894,14.91694,14.94539,14.97384,15.00229,15.03074,15.05919,15.08764,15.11608,15.14453,15.17298,15.20143,15.22988,15.25833,15.28678,15.31523,15.34368,15.37213,15.40058,15.42903,15.45747,15.48592,15.51437,15.54282,15.57127,15.59972,15.62817,15.66063,15.69309,15.72555,15.75801,15.79048,15.82294,15.85540,15.88786,15.92032,15.95278,15.98524,16.01770,16.05017,16.08263,16.11509,16.14755,16.18001,16.21247,16.24493,16.27739,16.30986,16.34232,16.37478,16.40724,16.43970,16.48823,16.53676,16.58529,16.63382,16.68236,16.73089,16.77942,16.82795,16.87648,16.92501,16.99533,17.06565,17.13597,17.20629,17.27661,17.38852,17.50042,17.61233,17.72423,17.83614,18.03154,18.22694
13.65600,13.74728,13.83855,13.89840,13.95825,14.01810,14.07795,14.13780,14.17495,14.21210,14.24925,14.28640,14.32355,14.36070,14.39785,14.43499,14.47214,14.50929,14.54644,14.58359,14.62074,14.65789,14.69504,14.72400,14.75297,14.78193,14.81090,14.83986,14.86882,14.89779,14.92675,14.95572,14.98468,15.01364,15.04261,15.07157,15.10054,15.12950,15.15846,15.18743,15.21639,15.24536,15.27432,15.30328,15.33225,15.36121,15.39018,15.41914,15.45403,15.48893,15.52382,15.55871,15.59361,15.62850,15.66340,15.69829,15.73318,15.76808,15.80297,15.83786,15.87276,15.90765,15.94254,15.97744,16.01233,16.04722,16.08212,16.11701,16.15191,16.18680,16.22169,16.25659,16.29148,16.34641,16.40134,16.45626,16.51119,16.56612,16.62105,16.67598,16.73090,16.78583,16.84076,16.92330,17.00583,17.08837,17.17090,17.25344,17.39054,17.52764,17.66473,17.80183,17.93893,18.19003,18.44112
13.55435,13.64530,13.73624,13.79654,13.85683,13.91713,13.97742,14.03772,14.07595,14.11418,14.15242,14.19065,14.22888,14.26711,14.30534,14.34358,14.38181,14.42004,14.45827,14.49650,14.53474,14.57297,14.61120,14.64209,14.67299,14.70388,14.73477,14.76567,14.79656,14.82745,14.85835,14.88924,14.92013,14.95103,14.98192,15.01281,15.04370,15.07460,15.10549,15.13638,15.16728,15.19817,15.22906,15.25996,15.29085,15.32174,15.35264,15.38353,15.42273,15.46192,15.50112,15.54032,15.57952,15.61871,15.65791,15.69711,15.73630,15.77550,15.81470,15.85390,15.89309,15.93229,15.97149,16.01069,16.04988,16.08908,16.12828,16.16747,16.20667,16.24587,16.28507,16.32426,16.36346,16.42853,16.49360,16.55868,16.62375,16.68882,16.75389,16.81896,16.88404,16.94911,17.01418,17.11601,17.21785,17.31968,17.42152,17.52335,17.70152,17.87969,18.05787,18.23604,18.41421,18.76152,19.10882
13.52874,13.62494,13.72113,13.78534,13.84954,13.91375,13.97795,14.04216,14.08340,14.12465,14.16589,14.20714,14.24838,14.28962,14.33087,14.37211,14.41336,14.45460,14.49584,14.53709,14.57833,14.61958,14.66082,14.69490,14.72898,14.76307,14.79715,14.83123,14.86531,14.89939,14.93348,14.96756,15.00164,15.03572,15.06980,15.10389,15.13797,15.17205,15.20613,15.24021,15.27430,15.30838,15.34246,15.37654,15.41062,15.44471,15.47879,15.51287,15.55760,15.60233,15.64706,15.69179,15.73652,15.78125,15.82598,15.87071,15.91544,15.96017,16.00490,16.04963,16.09436,16.13909,16.18382,16.22855,16.27328,16.31801,16.36274,16.40747,16.45220,16.49693,16.54166,16.58639,16.63112,16.70813,16.78514,16.86215,16.93916,17.01617,17.09318,17.17019,17.24720,17.32421,17.40122,17.52534,17.64946,17.77359,17.89771,18.02183,18.24794,18.47404,18.70015,18.92625,19.15236,19.61644,20.08052
13.58604,13.69090,13.79575,13.86602,13.93630,14.00657,14.07685,14.14712,14.19262,14.23812,14.28363,14.32913,14.37463,14.42013,14.46563,14.51114,14.55664,14.60214,14.64764,14.69314,14.73865,14.78415,14.82965,14.86776,14.90586,14.94397,14.98208,15.02018,15.05829,15.09639,15.13450,15.17261,15.21071,15.24882,15.28693,15.32503,15.36314,15.40125,15.43935,15.47746,15.51557,15.55367,15.59178,15.62988,15.66799,15.70610,15.74420,15.78231,15.83334,15.88436,15.93539,15.98642,16.03745,16.08847,16.13950,16.19053,16.24155,16.29258,16.34361,16.39464,16.44566,16.49669,16.54772,16.59875,16.64977,16.70080,16.75183,16.80285,16.85388,16.90491,16.95594,17.00696,17.05799,17.14777,17.23754,17.32732,17.41709,17.50687,17.59665,17.68642,17.77620,17.86597,17.95575,18.10305,18.25035,18.39765,18.54495,18.69225,18.96739,19.24252,19.51766,19.79279,20.06793,20.65163,21.23532
13.73182,13.84697,13.96212,14.03950,14.11688,14.19427,14.27165,14.34903,14.39938,14.44974,14.50009,14.55044,14.60080,14.65115,14.70150,14.75186,14.80221,14.85256,14.90292,14.95327,15.00362,15.05398,15.10433,15.14684,15.18935,15.23186,15.27438,15.31689,15.35940,15.40191,15.44442,15.48693,15.52945,15.57196,15.61447,15.65698,15.69949,15.74200,15.78452,15.82703,15.86954,15.91205,15.95456,15.99707,16.03959,16.08210,16.12461,16.16712,16.22471,16.28230,16.33989,16.39747,16.45506,16.51265,16.57024,16.62783,16.68542,16.74300,16.80059,16.85818,16.91577,16.97336,17.03095,17.08853,17.14612,17.20371,17.26130,17.31889,17.37648,17.43406,17.49165,17.54924,17.60683,17.70937,17.81191,17.91445,18.01699,18.11953,18.22206,18.32460,18.42714,18.52968,18.63222,18.80207,18.97193,19.14178,19.31164,19.48149,19.80298,20.12447,20.44595,20.76744,21.08893,21.78280,22.47666
13.96673,14.09270,14.21866,14.30345,14.38824,14.47302,14.55781,14.64260,14.69794,14.75328,14.80862,14.86396,14.91930,14.97464,15.02998,15.08532,15.14066,15.19600,15.25134,15.30668,15.36202,15.41736,15.47270,15.51964,15.56658,15.61351,15.66045,15.70739,15.75433,15.80126,15.84820,15.89514,15.94208,15.98901,16.03595,16.08289,16.12983,16.17676,16.22370,16.27064,16.31758,16.36451,16.41145,16.45839,16.50533,16.55226,16.59920,16.64614,16.71010,16.77407,16.83803,16.90199,16.96595,17.02992,17.09388,17.15784,17.22181,17.28577,17.34973,17.41369,17.47766,17.54162,17.60558,17.66954,17.73351,17.79747,17.86143,17.92540,17.98936,18.05332,18.11728,18.18125,18.24521,18.35973,18.47425,18.58877,18.70329,18.81781,18.93233,19.04685,19.16137,19.27589,19.39041,19.58087,19.77133,19.96178,20.15224,20.34270,20.70498,21.06726,21.42953,21.79181,22.15409,22.94053,23.72696
